C0000729	Abdominal cramps
C0549294	Neutropenia aggravated
C0852696	Glucocorticoids decreased
C0854095	Drug level changed
C0854135	Infection pseudomonas aeruginosa
C0854697	Dermatitis flare-up
C0856095	Vomiting aggravated
C0856105	Hepatitis aggravated
C0856108	Hypercholesterolemia aggravated
C0856115	Diverticulitis aggravated
C0860749	Blood neutrophil count decreased
C0877468	Rash mouth
C1175175	Severe acute respiratory syndrome
C1455780	Aortic valve sclerosis
C1536070	Renal insufficiency aggravated
C1112433	Thromboembolic stroke
C0262469	Embolic stroke
C0343869	Anal candidiasis
C0011636	Dermatophytosis
C0038165	Staphylococcal scalded skin syndrome
C0948198	Acholia
C3203690	Deficiency of bile secretion
C0948389	Intestinal hypomotility
C1697943	Epidermal growth factor receptor decreased
C0030326	Panniculitis
C0342881	Homozygous familial hypercholesterolaemia
C0745103	Type IIa hyperlipidaemia
C0342882	Heterozygous familial hypercholesterolemia
C0009062	Clostridial infection
C0030785	Pelvic abscess
C0036412	Scleral disorder
C0239266	Pain in elbow
C0243001	Abdominal abscess
C0262627	Seroma
C0276143	Viral pharyngitis
C0281940	Pelvic peritonitis
C0848648	Fungal rash
C0919691	Anastomotic leak
C0919882	Incision site haemorrhage
C0919986	Infusion site oedema
C1096036	Infusion site warmth
C1142178	Intestinal stoma complication
C1696157	Gastrointestinal stoma complication
C1318314	Epithelial cells urine
C0877324	Urinary sediment present
C0010495	Cutis laxa
C0339434	Choroidal effusion
C0423124	Dermatochalasis
C0007131	Non-small cell lung cancer
C1699201	Infusion site thrombophlebitis
C1697542	Infusion site thrombosis
C1096213	Cannula site reaction
C0863070	Catheter site related reaction
C1112773	Post procedural diarrhoea
C2721559	Osmotic demyelination syndrome
C0240520	Nipple swelling
C0855521	Semen volume decreased
C2609199	Product taste abnormal
C0235328	Colon obstruction
C0221002	Hyperparathyroidism primary
C0852949	Arterial disorder
C0877187	Ureterostomy site discomfort
C1290071	Oral mucosal disorder
C0016807	Intestinal functional disorder
C0267509	Chronic idiopathic constipation
C0037933	Spinal disorder
C0949691	Spondyloarthropathy
C0730345	Microalbuminuria
C0948309	Pseudohyperkalaemia
C0154983	Cataract traumatic
C1112303	Facial wasting
C0153252	Systemic candida
C0016770	Frustration
C0152202	Acquired night blindness
C0156279	Urethral syndrome
C0948522	Ocular vascular disorder
C2609319	Papulopustular rash
C0239154	High-pitched crying
C0549384	Hypotonic-hyporesponsive episode
C0919840	Osteocalcin increased
C0854431	Injection site vesicles
C0018128	Vascular graft occlusion
C1112712	Haematology test abnormal
C0016542	Foreign body
C1096701	Medical device discomfort
C1328395	Vaginal contraceptive device expelled
C1393815	Contraceptive device complication
C1610622	Coital bleeding
C0333271	Bloody discharge
C0858540	Hemorrhage symptom
C0948693	Post procedural discharge
C1328411	Post procedural haematoma
C2242494	Haemorrhagic erosive gastritis
C3665900	Intraspinal bleeding
C0018949	Spinal cord haemorrhage
C0238097	Encephalitis cytomegalovirus
C0749389	Pharyngeal lesion
C1262005	Ischaemic cerebral infarction
C0752347	Dementia with Lewy bodies
C1868885	Uncontrolled hypertension
C0003869	Arthritis infective
C0178282	Abdominal hernia
C0205990	Vaginal prolapse
C0221248	Gouty tophus
C0241235	Sputum purulent
C0263536	Nail hypertrophy
C0264734	Dilatation atrial
C0277919	Post thrombotic syndrome
C0345903	Anal skin tags
C0520861	Venous pressure jugular increased
C0558348	Gastroenteritis bacterial
C0729549	Gastrointestinal fungal infection
C0948610	Abdominal strangulated hernia
C1096708	Vessel puncture site inflammation
C1112341	Connective tissue inflammation
C1112413	Peripheral artery aneurysm
C0876998	Intracardiac thrombus
C0278678	Metastatic renal cell carcinoma
C0553723	Squamous cell carcinoma of skin
C1096082	Oesophageal discomfort
C0003493	Aortic disorder
C0007120	Bronchioloalveolar carcinoma
C0149531	Pelvic fracture
C0262414	Cervical vertebral fracture
C0262613	Renal mass
C0272118	Warm type haemolytic anaemia
C0282193	Iron overload
C0338573	Intracranial venous sinus thrombosis
C0521706	Cataract unilateral
C0553730	Chondrocalcinosis
C0700502	Primary hypothyroidism
C0743525	Enterobacter sepsis
C0936223	Prostate cancer metastatic
C1112559	Pancreatitis due to biliary obstruction
C1142272	Neutrophilic dermatosis
C1276146	Lymphoma cutis
C1740832	AML progression
C0003534	Aphakia
C0010598	Cyclothymic disorder
C0010695	Cystocele
C0014170	Endometrial neoplasm
C0016045	Fibroma
C0017416	Female reproductive neoplasm
C0023267	Leiomyoma
C0034215	Pyometra
C0040961	Tricuspid valve incompetence
C0042140	Uterine prolapse
C0085084	Motor neurone disease
C0149651	Clubbing
C0149709	Hepatitis B surface antigen positive
C0149771	Rectocele
C0152167	Anal spasm
C0154041	Parathyroid tumour benign
C0155765	Microangiopathy
C0155796	Varicose veins vulval
C0156318	Breast fibrosis
C0221782	Uterine mass
C0235557	Pulmonary granuloma
C0239161	Dactylitis
C0240713	Perineal laceration
C3544174	Perineal injury
C0269173	Fallopian tube cyst
C0269190	Uterine cervical squamous metaplasia
C0333912	Hypochromasia
C0341858	Adenomyosis
C0436503	Chest X-ray abnormal
C0560637	Genital injury
C0740292	5'nucleotidase increased
C0740314	Ultrasound breast abnormal
C0854131	Vaginal wall congestion
C0877645	Urinary bladder polyp
C0919768	Extremity contracture
C0919947	Thoracic vertebral fracture
C0920016	Adnexa uteri cyst
C0948277	Hydrometra
C1142133	Adnexa uteri mass
C1262149	Vaginal erosion
C1328358	Pedal pulse decreased
C1328386	Breast fibroma
C1442998	Colpocele
C1868829	Ultrasound ovary abnormal
C2937220	Malformation venous
C1321523	Wandering pacemaker
C0425591	Dropped beats
C0036835	TIBC
C1283048	Iron binding capacity total
C0438254	Urine electrolytes abnormal
C0740832	End stage AIDS
C0853772	Blood calcium abnormal
C0235630	Renal failure aggravated
C0006079	Bowen's disease
C0023070	Laryngopharyngitis
C0025297	Meningitis viral
C0038987	Sweat gland tumour
C0040411	Tongue neoplasm
C0149976	Proctitis herpes
C0158353	Infective myositis
C0206180	Anaplastic large-cell lymphoma
C0264344	Bronchitis bacterial
C0279637	Anal cancer
C0346989	Metastases to peritoneum
C0740277	Bile duct cancer
C0851883	Neisseria infection
C0877107	Sinobronchitis
C1388177	Aortic arteriosclerosis
C2931822	Nasopharyngeal carcinoma
C0153392	Nasopharyngeal cancer
C0011432	Sensitivity of teeth
C0030489	Paraproteinaemia
C0036982	Shock haemorrhagic
C0151665	Globulins decreased
C0281778	Anal abscess
C0406484	Sebaceous hyperplasia
C0520863	Diastolic dysfunction
C0854380	Blood insulin decreased
C0861020	Insulin C-peptide decreased
C0877334	Arterial stenosis limb
C3495797	Peripheral artery stenosis
C1141948	Troponin increased
C1262299	Oral papilloma
C0221239	Glomerulonephritis rapidly progressive
C0238874	Antineutrophil cytoplasmic antibody positive
C0854359	Insulin autoimmune syndrome
C0019623	Malignant histiocytosis
C0392788	Extranodal NK/T-cell lymphoma, nasal type
C0234934	Urticaria vesiculosa
C0302858	Protein-losing gastroenteropathy
C0345996	Milia
C0473120	Intra-abdominal haematoma
C0521471	Systemic lupus erythematosus rash
C0541767	Platelet aggregation abnormal
C1142115	Enterocolitis infectious
C0008733	Chylothorax
C0151739	Small intestinal perforation
C0240292	Mg++ increased
C0853749	Blood magnesium increased
C0263105	Abdominal wall abscess
C0265050	Vena cava thrombosis
C0850638	Infected bites
C0855620	Alanine aminotransferase normal
C0919560	Stent occlusion
C1275515	Venomous bite
C1704381	Glucose decreased
C1868821	Immediate post-injection reaction
C0022548	Keloid scar
C0023321	Lentigo
C0853924	Tinnitus aggravated
C0877113	Scar pain
C0149770	Rectal abscess
C0149892	Gingival abscess
C0162638	Apoptosis
C0238334	Pancreatic abscess
C0263111	Perineal abscess
C0333286	Splinter haemorrhages
C1141926	Abdominal sepsis
C2747905	Destructive thyroiditis
C3241958	Myocardial disorder
C0343378	Helicobacter gastritis
C0948036	Gastric ulcer helicobacter
C0948811	Artificial kidney clotting during dialysis
C0948857	Electrocardiogram repolarisation abnormality
C0917816	Mental deficiency
C0264980	Purple toes syndrome
C0242645	Blue toe syndrome
C0019154	Hepatic vein thrombosis
C0239517	Facial paresthesia
C0024633	Mallory-Weiss syndrome
C0162852	Pityriasis lichenoides et varioliformis acuta
C0520901	Increased skin sensitivity
C0853331	Toxic pustuloderma
C1142248	Pseudomononucleosis
C0085423	Gram-negative bacterial infection NOS
C0541974	Fuzzy head
C0685938	Gastrointestinal neoplasm malignant
C0859290	Black spot
C1328519	Retinal pigment epithelial tear
C1697883	Infusion related pain
C0021080	Immunosuppression
C0152168	Spasm of sphincter of Oddi
C0878588	Sphincter of Oddi dysfunction
C0235793	Mastitis male
C0029463	Osteosarcoma
C3203466	Acute enterocolitis
C0240273	Lymph node tenderness
C0578050	Lymph node pain
C0241237	Dysstasia
C0578735	Lymphadenopathy axillary
C0017636	Glioblastoma
C0019618	Histiocytosis
C0023891	Cirrhosis alcoholic
C0038012	Spondylitis
C0151680	Gonadotropic luteinizing hormone increased
C0853123	Blood luteinising hormone increased
C0151721	Hypogonadism male
C0238457	Renal vein thrombosis
C0268731	Glomerulonephropathy
C0278883	Metastatic melanoma
C0860594	Metastatic malignant melanoma
C0333258	Lymphorrhoea
C0340608	Renal artery thrombosis
C0392175	Renal haemorrhage
C0473124	Perirenal haematoma
C0745744	End stage liver disease
C0400930	Chronic hepatic failure
C0751674	Lymphangioleiomyomatosis
C0853124	Blood follicle stimulating hormone increased
C0860987	Phosphate low
C0919939	Graft thrombosis
C1142257	Incision site pain
C1142420	Hepatitis B reactivation
C1167868	Perinephric collection
C1868693	Localised intraabdominal fluid collection
C2609269	Fasting hyperglycaemia
C3160756	Infection reactivation
C0234199	Pallanesthesia
C0393847	Multifocal motor neuropathy
C0854080	Painful response to normal stimuli
C0458247	Allodynia
C0877401	Sensorimotor disorder
C1262106	Neuromuscular toxicity
C0577620	Allergy to nuts
C0278147	Radicular pain
C0406305	Eosinophilic pustular folliculitis
C0852793	Blood cortisol increased
C0851980	Peritoneal infection
C0853227	Blood iron abnormal
C0858599	Taste sour
C1142333	Oral mucosal irritation
C1696110	Vessel puncture site haematoma
C0392008	Anaesthetic complication
C0855565	Beta 2 microglobulin increased
C0855573	Beta 2 microglobulin urine increased
C0919728	Unwanted awareness during anaesthesia
C2363784	Recurrence of neuromuscular blockade
C0521496	Application site infection
C0877128	Application site pustules
C0020595	Hypoaldosteronism
C0151693	Adrenal haemorrhage
C0281860	Wound haematoma
C0282160	Aplasia cutis congenita
C0340708	Thrombophlebitis leg deep
C0340885	Prosthetic cardiac valve thrombosis
C1096119	Cardiac valve replacement complication
C0740472	Calcium abnormal NOS
C2267233	Hypotonia neonatal
C1735914	Recurrent pulmonary embolism
C0152915	Disseminated tuberculosis
C2938903	HDL cholesterol increased
C0001707	Aerophagia
C0476405	Pulmonary function test abnormal
C0855977	Carotene decreased
C0948333	Neutrophil percentage increased
C1142086	Vitamin E decreased
C1142530	Vitamin K decreased
C0233467	Inappropriate affect
C2712054	Dyspnoea at rest
C0239998	Recurrent infection
C0276684	Balanitis candida
C0564768	Genital infection male
C0740330	Genital infection fungal
C1695896	Infusion site hypersensitivity
C1697973	Infusion site paraesthesia
C0857439	Pituitary hormone deficiency
C0240773	Plantar erythema
C0341318	Enterocutaneous fistula
C0559938	Ileal perforation
C1142113	Hyperalbuminaemia
C1264610	Infectious peritonitis
C1321133	Bronchial haemorrhage
C0263443	Acne pustular
C0399461	Oral mucosa erosion
C0521476	Nail bed infection
C0546343	Mucosal erosion
C0576995	Pharyngeal haemorrhage
C0855619	Alanine aminotransferase abnormal
C1168175	Incision site haematoma
C1697747	Laryngeal haemorrhage
C0014541	Epiglottitis
C0030293	Pancreatic insufficiency
C0162291	Retinal ischaemia
C0748055	Psychiatric decompensation
C1704202	Aspermia
C1096303	Lipase abnormal
C0152486	Salmonella sepsis
C0857056	Blotchy rash
C0476463	Found dead
C0268800	Congenital renal cyst
C1696701	Dermatillomania
C0031315	Phantom limb pain
C3495442	Phantom pain
C1096300	Genital burning sensation
C0521540	Brain stem haemorrhage
C0860493	Refractory hypertension
C0262380	Asymptomatic bacteriuria
C0235963	Rhinitis ulcerative
C0240447	Nasal mucosal erythema
C0741132	Antibody test positive
C0919913	Nasal odour
C1167783	Mucosal excoriation
C0392519	Calcium deficiency
C0025064	Mediastinitis
C0376670	Alcoholic pancreatitis
C0858078	Serum bicarbonate increased
C0877131	Urinary tract infection fungal
C1142423	Staphylococcus aureus bacteremia
C0581870	Pain hunger
C0235429	Breath odour ketones
C0271686	Diabetic autonomic neuropathy
C0272380	Tonsillar disorder
C0339467	Retinopathy proliferative
C0342311	Neuroglycopenia
C0278512	Osteosarcoma metastatic
C0233660	Thought blocking
C0855677	Blood creatine phosphokinase MM increased
C0856071	Confusion aggravated
C0035126	Reperfusion injury
C0341512	Retroperitoneal haematoma
C1096188	Puncture site reaction
C1536080	Coronary stent thrombosis
C0751372	Pain nerve
C1868988	Immune complex reaction
C1096071	Type III immune complex mediated reaction
C0004903	Beckwith-Wiedemann syndrome
C0037293	Acrochordon
C0434785	Subluxation hip
C1720771	Hydrocele
C0011303	Demyelination disorder NOS
C0581392	Multiple sclerosis exacerbation
C0038538	Subdural effusion
C0948387	Secondary adrenal insufficiency
C1321587	Respiratory depth increased
C0006157	Breech presentation
C0020450	Hyperemesis gravidarum
C0162739	HELLP syndrome
C0277631	Strangulation
C0405139	Obstetric procedure complication
C0852962	Complication of delivery
C1868893	Genital irritation
C1868730	Genital discomfort
C0858209	Thrombosis leg
C1697438	Cystitis viral
C0235634	Costovertebral angle tenderness
C0948298	Tympanic membrane hyperaemia
C0272396	Lymph node abscess
C0749106	Submandibular mass
C1096393	Body fat disorder
C1096509	Blood pancreatic amylase increased
C0853753	Blood phosphate increased
C0859978	Amylase decreased
C1096252	Cardiac discomfort
C1504438	Cerebral artery stenosis
C0424082	Hypnopompic hallucination
C3160891	Hormone-dependent prostate cancer
C0022735	Klinefelter's syndrome
C0152436	Imperforate hymen
C0346306	Pituitary microadenoma
C0271093	Stargardt's disease
C0521628	Genital itching male
C0748019	Prostatic acid phosphatase increased
C0856102	Gynecomastia aggravated
C0856126	Hematuria aggravated
C0856128	Urinary frequency aggravated
C1142470	Suture related complication
C1504578	Implant breakage
C1698259	HCV coinfection
C0025062	Pneumomediastinum
C0276651	Aspergilloma
C0340214	Tracheal fistula
C0853224	Activated partial thromboplastin time shortened
C1696708	Prehypertension
C0011351	Hypoplasia enamel
C0031024	Dentoalveolar abscess
C0034103	Pulpitis dental
C0235304	Acid indigestion
C0406209	Photoonycholysis
C0860195	Acute fatty liver
C0018994	Haemobilia
C0398625	Protein C deficiency
C0023480	Chronic myelomonocytic leukaemia
C0280313	Oropharyngeal squamous cell carcinoma
C0004606	Background diabetic retinopathy
C1272092	Impaired fasting glucose
C0855852	Antibody NOS negative
C1262044	Antibody test negative
C1697453	Spontaneous haematoma
C0003872	Psoriatic arthropathy
C0744130	Diabetic foot infection
C1701940	Ventilator associated pneumonia
C0235999	Pain neck/shoulder
C0010036	Corneal dystrophy
C0155369	Vitreous prolapse
C0235802	Pupillary reflex impaired
C0240846	Pupillary deformity
C0271036	Retinal scar
C0856117	Meniere's disease aggravated
